,dt_venda,nome_funcionario,cargo,nome_loja,descricao_produto,categoria,preco_custo,valor_unitario,quantidade,dt_entrega,valor_final,mes,ano,meta,lucro,magem_lucro,pazo_entrega
2061,2020-09-18 17:18:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,2,2020-09-19 17:13:00,379.8,9,2020,285000,159.8,0.4207477619799895,0 days 23:55:00
2062,2019-01-07 12:50:00,Reginaldo Sodré,Vendedor,Filial MG,Batedeira,Cozinha,49.9,95.9,3,2019-01-07 17:19:00,287.70000000000005,1,2019,285000,138.00000000000003,0.4796663190823775,0 days 04:29:00
2063,2020-05-19 14:15:00,Reginaldo Sodré,Vendedor,Filial MG,Batedeira,Cozinha,49.9,95.9,2,2020-05-20 09:51:00,191.8,5,2020,285000,92.00000000000001,0.4796663190823775,0 days 19:36:00
2064,2020-06-02 12:12:00,Reginaldo Sodré,Vendedor,Filial MG,Ferro de passar,Casa,27.9,55.9,4,2020-06-02 13:07:00,223.6,6,2020,285000,112.0,0.5008944543828265,0 days 00:55:00
2065,2019-12-12 15:44:00,Reginaldo Sodré,Vendedor,Filial MG,Geladeira,Eletrodomésticos,699.9,1346.9,1,2019-12-14 14:04:00,1346.9,12,2019,285000,647.0000000000001,0.4803623134605391,1 days 22:20:00
2066,2020-01-03 17:20:00,Reginaldo Sodré,Vendedor,Filial MG,Fritadeira elétrica,Cozinha,187.9,340.0,2,2020-01-04 09:44:00,680.0,1,2020,285000,304.2,0.44735294117647056,0 days 16:24:00
2067,2019-03-22 14:26:00,Reginaldo Sodré,Vendedor,Filial MG,Fritadeira elétrica,Cozinha,187.9,340.0,4,2019-03-22 14:30:00,1360.0,3,2019,285000,608.4,0.44735294117647056,0 days 00:04:00
2068,2019-05-03 10:01:00,Reginaldo Sodré,Vendedor,Filial MG,Liquidificador,Cozinha,59.9,142.4,1,2019-05-03 14:46:00,142.4,5,2019,285000,82.5,0.5793539325842696,0 days 04:45:00
2069,2019-08-08 11:00:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,4,2019-08-08 14:16:00,759.6,8,2019,285000,319.6,0.4207477619799895,0 days 03:16:00
2070,2020-02-03 16:56:00,Reginaldo Sodré,Vendedor,Filial MG,Guarda Roupa,Casa,489.9,999.0,2,2020-02-05 14:19:00,1998.0,2,2020,285000,1018.2,0.5096096096096097,1 days 21:23:00
2071,2019-06-24 16:27:00,Reginaldo Sodré,Vendedor,Filial MG,Fritadeira elétrica,Cozinha,187.9,340.0,4,2019-06-25 15:38:00,1360.0,6,2019,285000,608.4,0.44735294117647056,0 days 23:11:00
2072,2020-08-21 13:58:00,Reginaldo Sodré,Vendedor,Filial MG,Notebook,Eletrônicos,2299.9,3199.0,4,2020-08-22 10:33:00,12796.0,8,2020,285000,3596.3999999999996,0.28105658018130664,0 days 20:35:00
2073,2019-06-25 13:45:00,Reginaldo Sodré,Vendedor,Filial MG,Liquidificador,Cozinha,59.9,142.4,4,2019-06-25 17:06:00,569.6,6,2019,285000,330.0,0.5793539325842696,0 days 03:21:00
2074,2019-01-19 13:37:00,Reginaldo Sodré,Vendedor,Filial MG,Microondas,Eletrodomésticos,189.0,364.5,2,2019-01-20 11:39:00,729.0,1,2019,285000,351.0,0.48148148148148145,0 days 22:02:00
2075,2019-05-26 10:14:00,Reginaldo Sodré,Vendedor,Filial MG,Liquidificador,Cozinha,59.9,142.4,1,2019-05-26 15:04:00,142.4,5,2019,285000,82.5,0.5793539325842696,0 days 04:50:00
2076,2019-03-31 17:35:00,Reginaldo Sodré,Vendedor,Filial MG,Tablet,Eletrônicos,799.0,1424.91,3,2019-04-01 15:29:00,4274.7300000000005,3,2019,285000,1877.7300000000002,0.43926283063491733,0 days 21:54:00
2077,2019-03-04 09:23:00,Reginaldo Sodré,Vendedor,Filial MG,Geladeira,Eletrodomésticos,699.9,1346.9,4,2019-03-07 15:26:00,5387.6,3,2019,285000,2588.0000000000005,0.4803623134605391,3 days 06:03:00
2078,2019-01-12 10:49:00,Reginaldo Sodré,Vendedor,Filial MG,Cama Box,Casa,1189.9,1899.5,1,2019-01-17 12:45:00,1899.5,1,2019,285000,709.5999999999999,0.3735719926296393,5 days 01:56:00
2079,2020-07-23 14:05:00,Reginaldo Sodré,Vendedor,Filial MG,Colchão,Casa,109.9,249.9,3,2020-07-24 09:58:00,749.7,7,2020,285000,420.0,0.5602240896358543,0 days 19:53:00
2080,2020-07-02 11:31:00,Reginaldo Sodré,Vendedor,Filial MG,Sofá,Casa,789.9,1399.0,4,2020-07-04 10:36:00,5596.0,7,2020,285000,2436.4,0.43538241601143673,1 days 23:05:00
2081,2020-09-15 17:56:00,Reginaldo Sodré,Vendedor,Filial MG,Cafeteira,Cozinha,159.9,284.9,4,2020-09-16 10:23:00,1139.6,9,2020,285000,499.9999999999999,0.4387504387504387,0 days 16:27:00
2082,2019-01-22 14:37:00,Reginaldo Sodré,Vendedor,Filial MG,Ferro de passar,Casa,27.9,55.9,1,2019-01-23 09:06:00,55.9,1,2019,285000,28.0,0.5008944543828265,0 days 18:29:00
2083,2020-03-13 10:21:00,Reginaldo Sodré,Vendedor,Filial MG,Sofá,Casa,789.9,1399.0,1,2020-03-15 13:16:00,1399.0,3,2020,285000,609.1,0.43538241601143673,2 days 02:55:00
2084,2019-10-27 17:02:00,Reginaldo Sodré,Vendedor,Filial MG,Fogão,Eletrodomésticos,210.9,404.1,1,2019-10-30 16:50:00,404.1,10,2019,285000,193.20000000000002,0.47809948032665184,2 days 23:48:00
2085,2020-12-16 12:42:00,Reginaldo Sodré,Vendedor,Filial MG,Cama Box,Casa,1189.9,1899.5,1,2020-12-23 15:33:00,1899.5,12,2020,285000,709.5999999999999,0.3735719926296393,7 days 02:51:00
2086,2019-11-20 13:36:00,Reginaldo Sodré,Vendedor,Filial MG,Sofá,Casa,789.9,1399.0,1,2019-11-25 13:47:00,1399.0,11,2019,285000,609.1,0.43538241601143673,5 days 00:11:00
2087,2020-09-10 10:02:00,Reginaldo Sodré,Vendedor,Filial MG,Geladeira,Eletrodomésticos,699.9,1346.9,2,2020-09-12 11:38:00,2693.8,9,2020,285000,1294.0000000000002,0.4803623134605391,2 days 01:36:00
2088,2020-07-01 15:55:00,Reginaldo Sodré,Vendedor,Filial MG,Microondas,Eletrodomésticos,189.0,364.5,1,2020-07-01 17:58:00,364.5,7,2020,285000,175.5,0.48148148148148145,0 days 02:03:00
2089,2020-09-25 17:35:00,Reginaldo Sodré,Vendedor,Filial MG,Notebook,Eletrônicos,2299.9,3199.0,1,2020-09-25 17:41:00,3199.0,9,2020,285000,899.0999999999999,0.28105658018130664,0 days 00:06:00
2090,2019-07-06 11:06:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,1,2019-07-07 10:19:00,189.9,7,2019,285000,79.9,0.4207477619799895,0 days 23:13:00
2091,2020-09-05 17:10:00,Reginaldo Sodré,Vendedor,Filial MG,Liquidificador,Cozinha,59.9,142.4,3,2020-09-06 14:50:00,427.2000000000001,9,2020,285000,247.5,0.5793539325842696,0 days 21:40:00
2092,2019-04-12 16:42:00,Reginaldo Sodré,Vendedor,Filial MG,Impressora,Eletrônicos,329.9,674.1,3,2019-04-12 17:59:00,2022.3,4,2019,285000,1032.6000000000001,0.5106067349058003,0 days 01:17:00
2093,2020-02-07 15:35:00,Reginaldo Sodré,Vendedor,Filial MG,Batedeira,Cozinha,49.9,95.9,4,2020-02-08 11:02:00,383.6,2,2020,285000,184.00000000000003,0.4796663190823775,0 days 19:27:00
2094,2020-11-02 10:33:00,Reginaldo Sodré,Vendedor,Filial MG,Microondas,Eletrodomésticos,189.0,364.5,2,2020-11-02 11:12:00,729.0,11,2020,285000,351.0,0.48148148148148145,0 days 00:39:00
2095,2019-11-04 14:26:00,Reginaldo Sodré,Vendedor,Filial MG,Aspirador de pó,Casa,88.9,189.9,3,2019-11-05 10:24:00,569.7,11,2019,285000,303.0,0.5318588730911006,0 days 19:58:00
2096,2020-05-26 12:08:00,Reginaldo Sodré,Vendedor,Filial MG,Fritadeira elétrica,Cozinha,187.9,340.0,1,2020-05-27 11:15:00,340.0,5,2020,285000,152.1,0.44735294117647056,0 days 23:07:00
2097,2019-06-23 13:12:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,3,2019-06-24 11:01:00,569.7,6,2019,285000,239.70000000000002,0.4207477619799895,0 days 21:49:00
2098,2019-08-10 11:56:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,3,2019-08-11 11:50:00,569.7,8,2019,285000,239.70000000000002,0.4207477619799895,0 days 23:54:00
2099,2019-03-02 12:20:00,Reginaldo Sodré,Vendedor,Filial MG,Aspirador de pó,Casa,88.9,189.9,3,2019-03-02 16:56:00,569.7,3,2019,285000,303.0,0.5318588730911006,0 days 04:36:00
2100,2020-11-07 17:01:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,2,2020-11-08 16:21:00,379.8,11,2020,285000,159.8,0.4207477619799895,0 days 23:20:00
2101,2019-04-20 10:58:00,Reginaldo Sodré,Vendedor,Filial MG,Microondas,Eletrodomésticos,189.0,364.5,3,2019-04-20 11:48:00,1093.5,4,2019,285000,526.5,0.48148148148148145,0 days 00:50:00
2102,2019-11-25 12:32:00,Reginaldo Sodré,Vendedor,Filial MG,Cama Box,Casa,1189.9,1899.5,3,2019-11-27 11:32:00,5698.5,11,2019,285000,2128.7999999999997,0.3735719926296393,1 days 23:00:00
2103,2019-09-15 16:14:00,Reginaldo Sodré,Vendedor,Filial MG,Ferro de passar,Casa,27.9,55.9,2,2019-09-16 16:05:00,111.8,9,2019,285000,56.0,0.5008944543828265,0 days 23:51:00
2104,2019-02-05 09:50:00,Reginaldo Sodré,Vendedor,Filial MG,Tablet,Eletrônicos,799.0,1424.91,4,2019-02-06 09:01:00,5699.64,2,2019,285000,2503.6400000000003,0.43926283063491733,0 days 23:11:00
2105,2020-06-21 10:27:00,Reginaldo Sodré,Vendedor,Filial MG,Liquidificador,Cozinha,59.9,142.4,1,2020-06-21 12:40:00,142.4,6,2020,285000,82.5,0.5793539325842696,0 days 02:13:00
2106,2020-05-15 16:26:00,Reginaldo Sodré,Vendedor,Filial MG,Liquidificador,Cozinha,59.9,142.4,1,2020-05-16 10:20:00,142.4,5,2020,285000,82.5,0.5793539325842696,0 days 17:54:00
2107,2019-11-18 11:51:00,Reginaldo Sodré,Vendedor,Filial MG,Liquidificador,Cozinha,59.9,142.4,3,2019-11-18 16:12:00,427.2000000000001,11,2019,285000,247.5,0.5793539325842696,0 days 04:21:00
2108,2020-04-08 14:20:00,Reginaldo Sodré,Vendedor,Filial MG,Cafeteira,Cozinha,159.9,284.9,4,2020-04-08 16:41:00,1139.6,4,2020,285000,499.9999999999999,0.4387504387504387,0 days 02:21:00
2109,2019-11-08 15:31:00,Reginaldo Sodré,Vendedor,Filial MG,Fogão,Eletrodomésticos,210.9,404.1,4,2019-11-13 17:13:00,1616.4,11,2019,285000,772.8000000000001,0.47809948032665184,5 days 01:42:00
2110,2019-10-04 16:36:00,Reginaldo Sodré,Vendedor,Filial MG,Microondas,Eletrodomésticos,189.0,364.5,4,2019-10-05 16:07:00,1458.0,10,2019,285000,702.0,0.48148148148148145,0 days 23:31:00
2111,2019-11-28 14:59:00,Reginaldo Sodré,Vendedor,Filial MG,Tablet,Eletrônicos,799.0,1424.91,1,2019-11-29 14:27:00,1424.91,11,2019,285000,625.9100000000001,0.43926283063491733,0 days 23:28:00
2112,2020-08-16 14:43:00,Reginaldo Sodré,Vendedor,Filial MG,Cama Box,Casa,1189.9,1899.5,1,2020-08-23 14:26:00,1899.5,8,2020,285000,709.5999999999999,0.3735719926296393,6 days 23:43:00
2113,2020-01-18 09:20:00,Reginaldo Sodré,Vendedor,Filial MG,Impressora,Eletrônicos,329.9,674.1,1,2020-01-18 15:48:00,674.1,1,2020,285000,344.20000000000005,0.5106067349058003,0 days 06:28:00
2114,2020-04-27 16:14:00,Reginaldo Sodré,Vendedor,Filial MG,Sofá,Casa,789.9,1399.0,4,2020-04-30 10:49:00,5596.0,4,2020,285000,2436.4,0.43538241601143673,2 days 18:35:00
2115,2019-11-23 17:09:00,Reginaldo Sodré,Vendedor,Filial MG,Fritadeira elétrica,Cozinha,187.9,340.0,1,2019-11-24 16:41:00,340.0,11,2019,285000,152.1,0.44735294117647056,0 days 23:32:00
2116,2020-11-24 10:01:00,Reginaldo Sodré,Vendedor,Filial MG,Ferro de passar,Casa,27.9,55.9,1,2020-11-24 11:33:00,55.9,11,2020,285000,28.0,0.5008944543828265,0 days 01:32:00
2117,2019-10-01 11:38:00,Reginaldo Sodré,Vendedor,Filial MG,Smartphone,Eletrônicos,899.9,1676.9,1,2019-10-02 10:40:00,1676.9,10,2019,285000,777.0000000000001,0.4633550002981693,0 days 23:02:00
2118,2019-10-24 10:17:00,Reginaldo Sodré,Vendedor,Filial MG,Ferro de passar,Casa,27.9,55.9,3,2019-10-24 16:36:00,167.7,10,2019,285000,84.0,0.5008944543828265,0 days 06:19:00
2119,2020-05-29 11:40:00,Reginaldo Sodré,Vendedor,Filial MG,Ferro de passar,Casa,27.9,55.9,2,2020-05-30 10:43:00,111.8,5,2020,285000,56.0,0.5008944543828265,0 days 23:03:00
2120,2019-06-14 16:29:00,Reginaldo Sodré,Vendedor,Filial MG,Fogão,Eletrodomésticos,210.9,404.1,4,2019-06-18 11:08:00,1616.4,6,2019,285000,772.8000000000001,0.47809948032665184,3 days 18:39:00
2121,2019-02-04 13:35:00,Reginaldo Sodré,Vendedor,Filial MG,Tablet,Eletrônicos,799.0,1424.91,2,2019-02-05 09:33:00,2849.82,2,2019,285000,1251.8200000000002,0.43926283063491733,0 days 19:58:00
2122,2019-04-18 14:30:00,Reginaldo Sodré,Vendedor,Filial MG,Ferro de passar,Casa,27.9,55.9,4,2019-04-18 15:00:00,223.6,4,2019,285000,112.0,0.5008944543828265,0 days 00:30:00
2123,2019-12-30 17:50:00,Reginaldo Sodré,Vendedor,Filial MG,Colchão,Casa,109.9,249.9,3,2019-12-31 09:27:00,749.7,12,2019,285000,420.0,0.5602240896358543,0 days 15:37:00
2124,2020-11-11 14:50:00,Reginaldo Sodré,Vendedor,Filial MG,Fogão,Eletrodomésticos,210.9,404.1,3,2020-11-18 13:18:00,1212.3000000000002,11,2020,285000,579.6,0.47809948032665184,6 days 22:28:00
2125,2019-07-19 13:21:00,Reginaldo Sodré,Vendedor,Filial MG,Microondas,Eletrodomésticos,189.0,364.5,3,2019-07-20 09:19:00,1093.5,7,2019,285000,526.5,0.48148148148148145,0 days 19:58:00
2126,2020-07-25 15:17:00,Reginaldo Sodré,Vendedor,Filial MG,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,1,2020-08-01 14:08:00,1709.1,7,2020,285000,610.0999999999999,0.35697150547071554,6 days 22:51:00
2127,2020-12-16 12:15:00,Reginaldo Sodré,Vendedor,Filial MG,Tablet,Eletrônicos,799.0,1424.91,3,2020-12-16 13:05:00,4274.7300000000005,12,2020,285000,1877.7300000000002,0.43926283063491733,0 days 00:50:00
2128,2020-12-01 10:22:00,Reginaldo Sodré,Vendedor,Filial MG,Notebook,Eletrônicos,2299.9,3199.0,1,2020-12-01 17:21:00,3199.0,12,2020,285000,899.0999999999999,0.28105658018130664,0 days 06:59:00
2129,2019-06-22 11:10:00,Reginaldo Sodré,Vendedor,Filial MG,Fogão,Eletrodomésticos,210.9,404.1,4,2019-06-26 10:21:00,1616.4,6,2019,285000,772.8000000000001,0.47809948032665184,3 days 23:11:00
2130,2019-07-13 13:28:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,2,2019-07-13 16:38:00,379.8,7,2019,285000,159.8,0.4207477619799895,0 days 03:10:00
2131,2020-02-15 12:34:00,Reginaldo Sodré,Vendedor,Filial MG,Cafeteira,Cozinha,159.9,284.9,2,2020-02-16 10:35:00,569.8,2,2020,285000,249.99999999999994,0.4387504387504387,0 days 22:01:00
2132,2019-11-13 14:23:00,Reginaldo Sodré,Vendedor,Filial MG,Tablet,Eletrônicos,799.0,1424.91,1,2019-11-14 09:27:00,1424.91,11,2019,285000,625.9100000000001,0.43926283063491733,0 days 19:04:00
2133,2019-04-21 17:18:00,Reginaldo Sodré,Vendedor,Filial MG,Tablet,Eletrônicos,799.0,1424.91,4,2019-04-22 09:16:00,5699.64,4,2019,285000,2503.6400000000003,0.43926283063491733,0 days 15:58:00
2134,2019-12-31 09:16:00,Reginaldo Sodré,Vendedor,Filial MG,Televisão,Eletrodomésticos,1400.9,2279.99,1,2020-01-05 17:12:00,2279.99,12,2019,285000,879.0899999999997,0.38556748055912515,5 days 07:56:00
2135,2020-01-21 10:56:00,Reginaldo Sodré,Vendedor,Filial MG,Smartphone,Eletrônicos,899.9,1676.9,2,2020-01-22 10:54:00,3353.8,1,2020,285000,1554.0000000000002,0.4633550002981693,0 days 23:58:00
2136,2019-06-10 15:56:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,2,2019-06-11 15:53:00,379.8,6,2019,285000,159.8,0.4207477619799895,0 days 23:57:00
2137,2019-12-22 09:02:00,Reginaldo Sodré,Vendedor,Filial MG,Aspirador de pó,Casa,88.9,189.9,2,2019-12-22 13:22:00,379.8,12,2019,285000,202.0,0.5318588730911006,0 days 04:20:00
2138,2020-04-21 14:54:00,Reginaldo Sodré,Vendedor,Filial MG,Impressora,Eletrônicos,329.9,674.1,1,2020-04-21 15:30:00,674.1,4,2020,285000,344.20000000000005,0.5106067349058003,0 days 00:36:00
2139,2019-01-02 17:30:00,Reginaldo Sodré,Vendedor,Filial MG,Batedeira,Cozinha,49.9,95.9,1,2019-01-03 12:52:00,95.9,1,2019,285000,46.00000000000001,0.4796663190823775,0 days 19:22:00
2140,2020-09-24 12:08:00,Reginaldo Sodré,Vendedor,Filial MG,Fogão,Eletrodomésticos,210.9,404.1,2,2020-09-27 09:31:00,808.2,9,2020,285000,386.40000000000003,0.47809948032665184,2 days 21:23:00
2141,2019-08-14 10:02:00,Reginaldo Sodré,Vendedor,Filial MG,Cafeteira,Cozinha,159.9,284.9,4,2019-08-14 10:33:00,1139.6,8,2019,285000,499.9999999999999,0.4387504387504387,0 days 00:31:00
2142,2019-05-01 11:38:00,Reginaldo Sodré,Vendedor,Filial MG,Tablet,Eletrônicos,799.0,1424.91,2,2019-05-02 10:40:00,2849.82,5,2019,285000,1251.8200000000002,0.43926283063491733,0 days 23:02:00
2143,2019-04-01 14:01:00,Reginaldo Sodré,Vendedor,Filial MG,Impressora,Eletrônicos,329.9,674.1,2,2019-04-01 14:18:00,1348.2,4,2019,285000,688.4000000000001,0.5106067349058003,0 days 00:17:00
2144,2019-12-01 09:05:00,Reginaldo Sodré,Vendedor,Filial MG,Colchão,Casa,109.9,249.9,2,2019-12-01 16:36:00,499.8,12,2019,285000,280.0,0.5602240896358543,0 days 07:31:00
2145,2019-11-21 11:24:00,Reginaldo Sodré,Vendedor,Filial MG,Geladeira,Eletrodomésticos,699.9,1346.9,4,2019-11-26 13:59:00,5387.6,11,2019,285000,2588.0000000000005,0.4803623134605391,5 days 02:35:00
2146,2020-03-28 13:16:00,Reginaldo Sodré,Vendedor,Filial MG,Colchão,Casa,109.9,249.9,3,2020-03-28 14:34:00,749.7,3,2020,285000,420.0,0.5602240896358543,0 days 01:18:00
2147,2019-09-12 14:27:00,Reginaldo Sodré,Vendedor,Filial MG,Aspirador de pó,Casa,88.9,189.9,2,2019-09-12 15:19:00,379.8,9,2019,285000,202.0,0.5318588730911006,0 days 00:52:00
2148,2019-11-01 15:57:00,Reginaldo Sodré,Vendedor,Filial MG,Aspirador de pó,Casa,88.9,189.9,4,2019-11-01 16:03:00,759.6,11,2019,285000,404.0,0.5318588730911006,0 days 00:06:00
2149,2019-04-03 15:52:00,Reginaldo Sodré,Vendedor,Filial MG,Impressora,Eletrônicos,329.9,674.1,1,2019-04-04 14:03:00,674.1,4,2019,285000,344.20000000000005,0.5106067349058003,0 days 22:11:00
2150,2019-06-12 11:25:00,Reginaldo Sodré,Vendedor,Filial MG,Liquidificador,Cozinha,59.9,142.4,2,2019-06-13 09:43:00,284.8,6,2019,285000,165.0,0.5793539325842696,0 days 22:18:00
2151,2020-03-24 13:12:00,Reginaldo Sodré,Vendedor,Filial MG,Notebook,Eletrônicos,2299.9,3199.0,3,2020-03-25 09:10:00,9597.0,3,2020,285000,2697.2999999999997,0.28105658018130664,0 days 19:58:00
2152,2019-08-18 13:58:00,Reginaldo Sodré,Vendedor,Filial MG,Fogão,Eletrodomésticos,210.9,404.1,1,2019-08-25 14:07:00,404.1,8,2019,285000,193.20000000000002,0.47809948032665184,7 days 00:09:00
2153,2020-02-11 11:19:00,Reginaldo Sodré,Vendedor,Filial MG,Impressora,Eletrônicos,329.9,674.1,3,2020-02-11 15:55:00,2022.3,2,2020,285000,1032.6000000000001,0.5106067349058003,0 days 04:36:00
2154,2020-03-12 09:55:00,Reginaldo Sodré,Vendedor,Filial MG,Fritadeira elétrica,Cozinha,187.9,340.0,2,2020-03-12 11:51:00,680.0,3,2020,285000,304.2,0.44735294117647056,0 days 01:56:00
2155,2020-08-09 10:12:00,Reginaldo Sodré,Vendedor,Filial MG,Smartphone,Eletrônicos,899.9,1676.9,2,2020-08-09 11:24:00,3353.8,8,2020,285000,1554.0000000000002,0.4633550002981693,0 days 01:12:00
2156,2019-11-09 11:31:00,Reginaldo Sodré,Vendedor,Filial MG,Colchão,Casa,109.9,249.9,4,2019-11-09 14:10:00,999.6,11,2019,285000,560.0,0.5602240896358543,0 days 02:39:00
2157,2020-03-23 13:39:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,2,2020-03-24 10:48:00,379.8,3,2020,285000,159.8,0.4207477619799895,0 days 21:09:00
2158,2019-10-11 10:23:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,1,2019-10-11 14:55:00,189.9,10,2019,285000,79.9,0.4207477619799895,0 days 04:32:00
2159,2020-05-10 15:14:00,Reginaldo Sodré,Vendedor,Filial MG,Batedeira,Cozinha,49.9,95.9,2,2020-05-11 12:17:00,191.8,5,2020,285000,92.00000000000001,0.4796663190823775,0 days 21:03:00
2160,2020-04-12 14:30:00,Reginaldo Sodré,Vendedor,Filial MG,Geladeira,Eletrodomésticos,699.9,1346.9,3,2020-04-15 17:19:00,4040.7,4,2020,285000,1941.0000000000005,0.4803623134605391,3 days 02:49:00
2161,2019-05-15 15:31:00,Reginaldo Sodré,Vendedor,Filial MG,Ferro de passar,Casa,27.9,55.9,2,2019-05-16 13:21:00,111.8,5,2019,285000,56.0,0.5008944543828265,0 days 21:50:00
2162,2020-01-22 12:59:00,Reginaldo Sodré,Vendedor,Filial MG,Cama Box,Casa,1189.9,1899.5,1,2020-01-24 10:46:00,1899.5,1,2020,285000,709.5999999999999,0.3735719926296393,1 days 21:47:00
2163,2020-03-20 15:20:00,Reginaldo Sodré,Vendedor,Filial MG,Notebook,Eletrônicos,2299.9,3199.0,4,2020-03-20 15:47:00,12796.0,3,2020,285000,3596.3999999999996,0.28105658018130664,0 days 00:27:00
2164,2020-02-26 14:24:00,Reginaldo Sodré,Vendedor,Filial MG,Geladeira,Eletrodomésticos,699.9,1346.9,2,2020-03-05 16:44:00,2693.8,2,2020,285000,1294.0000000000002,0.4803623134605391,8 days 02:20:00
2165,2019-12-28 10:44:00,Reginaldo Sodré,Vendedor,Filial MG,Máquina Lavar Roupa,Eletrodomésticos,1099.0,1709.1,1,2019-12-31 16:57:00,1709.1,12,2019,285000,610.0999999999999,0.35697150547071554,3 days 06:13:00
2166,2020-06-24 15:27:00,Reginaldo Sodré,Vendedor,Filial MG,Televisão,Eletrodomésticos,1400.9,2279.99,1,2020-06-28 16:22:00,2279.99,6,2020,285000,879.0899999999997,0.38556748055912515,4 days 00:55:00
2167,2020-11-13 17:28:00,Reginaldo Sodré,Vendedor,Filial MG,Aspirador de pó,Casa,88.9,189.9,3,2020-11-14 14:16:00,569.7,11,2020,285000,303.0,0.5318588730911006,0 days 20:48:00
2168,2019-07-06 13:26:00,Reginaldo Sodré,Vendedor,Filial MG,Aspirador de pó,Casa,88.9,189.9,3,2019-07-06 14:06:00,569.7,7,2019,285000,303.0,0.5318588730911006,0 days 00:40:00
2169,2019-06-07 10:10:00,Reginaldo Sodré,Vendedor,Filial MG,Colchão,Casa,109.9,249.9,2,2019-06-07 17:58:00,499.8,6,2019,285000,280.0,0.5602240896358543,0 days 07:48:00
2170,2019-02-28 14:24:00,Reginaldo Sodré,Vendedor,Filial MG,Ferro de passar,Casa,27.9,55.9,2,2019-03-01 11:07:00,111.8,2,2019,285000,56.0,0.5008944543828265,0 days 20:43:00
2171,2019-05-04 11:13:00,Reginaldo Sodré,Vendedor,Filial MG,Geladeira,Eletrodomésticos,699.9,1346.9,1,2019-05-07 17:59:00,1346.9,5,2019,285000,647.0000000000001,0.4803623134605391,3 days 06:46:00
2172,2020-08-20 11:57:00,Reginaldo Sodré,Vendedor,Filial MG,Guarda Roupa,Casa,489.9,999.0,2,2020-08-26 15:20:00,1998.0,8,2020,285000,1018.2,0.5096096096096097,6 days 03:23:00
2173,2019-11-14 17:44:00,Reginaldo Sodré,Vendedor,Filial MG,Microondas,Eletrodomésticos,189.0,364.5,4,2019-11-15 17:38:00,1458.0,11,2019,285000,702.0,0.48148148148148145,0 days 23:54:00
2174,2020-10-18 17:56:00,Reginaldo Sodré,Vendedor,Filial MG,Fogão,Eletrodomésticos,210.9,404.1,3,2020-10-21 16:46:00,1212.3000000000002,10,2020,285000,579.6,0.47809948032665184,2 days 22:50:00
2175,2019-02-16 13:22:00,Reginaldo Sodré,Vendedor,Filial MG,Televisão,Eletrodomésticos,1400.9,2279.99,2,2019-02-19 13:12:00,4559.98,2,2019,285000,1758.1799999999994,0.38556748055912515,2 days 23:50:00
2176,2019-09-02 10:10:00,Reginaldo Sodré,Vendedor,Filial MG,Cama Box,Casa,1189.9,1899.5,4,2019-09-06 15:08:00,7598.0,9,2019,285000,2838.3999999999996,0.3735719926296393,4 days 04:58:00
2177,2020-12-12 10:03:00,Reginaldo Sodré,Vendedor,Filial MG,Cama Box,Casa,1189.9,1899.5,1,2020-12-15 10:46:00,1899.5,12,2020,285000,709.5999999999999,0.3735719926296393,3 days 00:43:00
2178,2020-03-28 16:30:00,Reginaldo Sodré,Vendedor,Filial MG,Impressora,Eletrônicos,329.9,674.1,4,2020-03-29 15:23:00,2696.4,3,2020,285000,1376.8000000000002,0.5106067349058003,0 days 22:53:00
2179,2019-06-17 11:28:00,Reginaldo Sodré,Vendedor,Filial MG,Cama Box,Casa,1189.9,1899.5,1,2019-06-24 13:11:00,1899.5,6,2019,285000,709.5999999999999,0.3735719926296393,7 days 01:43:00
2180,2020-12-27 11:08:00,Reginaldo Sodré,Vendedor,Filial MG,Processador de alimentos,Cozinha,110.0,189.9,1,2020-12-27 16:26:00,189.9,12,2020,285000,79.9,0.4207477619799895,0 days 05:18:00
2181,2020-06-29 16:28:00,Reginaldo Sodré,Vendedor,Filial MG,Cama Box,Casa,1189.9,1899.5,4,2020-07-03 16:25:00,7598.0,6,2020,285000,2838.3999999999996,0.3735719926296393,3 days 23:57:00
2182,2019-08-27 16:10:00,Reginaldo Sodré,Vendedor,Filial MG,Fritadeira elétrica,Cozinha,187.9,340.0,3,2019-08-28 13:35:00,1020.0,8,2019,285000,456.29999999999995,0.44735294117647056,0 days 21:25:00
